"comp","post_bugs","size","complexity","prior_changes","change_churn","prior_bugs","total","minor","major","ownership","entropy","review_rate","review_churn_rate","voters","minor_voters","major_voters","voter_ownership","self_reviews","too_quick","little_discussion","median_revspeed","mean_revspeed","median_discussion","mean_discussion","minor_wrote_no_major_revd","minor_wrote_no_owner_revd","median_voterscore","mean_voterscore","actors","minor_actors","major_actors","actor_ownership","owner_more_author","median_maxexp","mean_maxexp","median_minexp","mean_minexp","subsystem"
"qtdoc.doc/src/snippets/dropactions",0,75,0.16000000112,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/dropevents",0,52,0.0961538478920118,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/droprectangle",0,65,0.0769230783431953,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/explicitlysharedemployee",0,70,0.185714286877551,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/gs",0,39,0.0769230792899408,1,8,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,2,2,0,0,10,0,10,1,0,1,1,1,1,"qtdoc"
"qtdoc.doc/src/snippets/i18n-non-qt-class",0,19,0.105263162603878,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/inherited-slot",0,32,0.125000002734375,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/moc",0,47,0.234042554821186,1,8,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/modelview-subclasses",0,328,0.17682926854365,1,14,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,5,5,0,0,9,0,9,1,0,1,1,0.988461538461539,0.988461538461539,"qtdoc"
"qtdoc.doc/src/snippets/painterpath",0,24,0.0416666706597222,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/persistentindexes",0,153,0.169934641065402,1,10,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/porting4-dropevents",0,26,0.0384615421597633,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/printing-qprinter",0,18,0.0555555608024691,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qcalendarwidget",0,17,0.0588235349480969,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qcolumnview",0,29,0.0344827619500594,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qdebug",0,21,0.190476194331066,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,1,1,0,0,7,0,7,1,0,1,1,1,1,"qtdoc"
"qtdoc.doc/src/snippets/qdir-filepaths",0,10,0.100000009,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qgl-namespace",0,4,0.25000001875,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qlabel",0,33,0.0909090936639118,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qlineargradient",0,37,0.0810810835646457,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qlistview-using",0,175,0.16000000048,1,14,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qlistwidget-using",0,27,0.0370370406035665,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qmake",0,4,0.25000001875,3,446,1,3,0,3,0.333333333333333,1,1,1,8,0,8,1,1,0,1,505.717487849841,505.717487849841,0.00597033685268979,0.00597033685268979,4,4,0,0,12,0,12,1,0,1,1,1,0.99010989010989,"qtdoc"
"qtdoc.doc/src/snippets/qsignalmapper",0,30,0.100000003,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qsplashscreen",0,12,0.0833333409722222,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qsql-namespace",0,4,0.25000001875,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qstandarditemmodel",0,25,0.12000000352,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qt-namespace",0,4,0.25000001875,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qtablewidget-dnd",0,105,0.114285715129252,1,6,0,1,0,1,1,1,1,1,4,0,4,1,0,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qtablewidget-resizing",0,22,0.0454545497933884,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qtcast",0,6,0,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qtreeview-dnd",0,404,0.183168317033869,1,20,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qtreewidget-using",0,32,0.0312500030273437,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qtreewidgetitemiterator-using",0,32,0.0312500030273437,1,4,0,1,0,1,1,1,1,1,4,0,4,1,0,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qtscript/registeringobjects",0,18,0.166666671296296,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qtscript/scriptedslot",0,40,0.050000002375,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/qx11embedwidget",0,32,0.0937500028320312,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/separations",0,356,0.0955056182315995,1,12,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/signalmapper",0,22,0.0454545497933884,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/signalsandslots",0,27,0.333333335802469,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/splitterhandle",0,12,0.0833333409722222,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/uitools/calculatorform",0,9,0.111111120987654,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/webkit/imageanalyzer",0,183,0.147540984072382,2,412,0,2,0,2,0.5,1,1,1,5,0,5,1,1,1,1,257.939177397753,257.939177397753,0.00189894085242922,0.00189894085242922,0,0,0,0,7,0,7,1,0,1,1,1,1,"qtdoc"
"qtdoc.doc/src/snippets/webkit/simpleselector",0,39,0.1282051304405,2,202,0,2,0,2,0.5,1,1,1,5,0,5,1,1,1,1,257.939177397753,257.939177397753,0.00189894085242922,0.00189894085242922,0,0,0,0,7,0,7,1,0,1,1,1,1,"qtdoc"
"qtdoc.doc/src/snippets/widgets-tutorial/childwidget",0,12,0.0833333409722222,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/widgets-tutorial/nestedlayouts",0,40,0.0250000024375,1,2,0,1,0,1,1,1,1,1,4,0,4,1,0,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/widgets-tutorial/notepad",1,67,0.149253732613054,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,3,3,0,0,11,0,11,1,0,1,1,1,1,"qtdoc"
"qtdoc.doc/src/snippets/widgets-tutorial/toplevel",0,9,0.111111120987654,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/widgets-tutorial/windowlayout",0,14,0.0714285780612244,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/xml/prettyprint",0,79,0.139240507418683,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/xml/rsslisting",0,53,0.0188679263794945,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,5,5,0,0,9,0,9,1,0,1,1,0.988461538461539,0.988461538461539,"qtdoc"
"qtdoc.doc/src/snippets/xml/simpleparse",0,51,0.117647060553633,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtgraphicaleffects.tools/pngdumper",1,48,0.104166668532986,1,8,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,11829.8166666667,11829.8166666667,0.05,0.05,6,6,0,0,15,0,15,1,0,1,1,1,1,"qtgraphicaleffects"
"qtimageformats.src/3rdparty/libmng",0,28879,0.16811523945023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,1,1,1,1,1,1,"qtimageformats"
"qtimageformats.src/3rdparty/libtiff/libtiff",2,18596,0.227629597767113,3,25837,2,2,0,2,0.666666666666667,1,0,0,3,0,3,1,0,0,0,0,0,0,0,1,1,0,0,6,0,6,1,0,1,1,1,1,"qtimageformats"
"qtimageformats.src/3rdparty/libtiff/port",0,151,0.258278146186571,1,126,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,1,1,1,1,1,1,"qtimageformats"
"qtimageformats.src/plugins/imageformats/mng",0,437,0.180778032224078,2,14,1,2,0,2,0.5,1,1,1,6,0,6,1,0,1,0,196.809659090909,196.809659090909,0.0738636363636364,0.0738636363636364,5,5,0,0,19,0,19,1,0,1,1,1,1,"qtimageformats"
"qtimageformats.src/plugins/imageformats/tga",0,354,0.192090395708449,4,39,1,2,0,2,0.75,0.984864911684885,1,1,7,0,7,1,0,1,1,55.6340579710145,680.844626388105,0.146739130434783,0.204051383399209,3,3,0,0,15,0,15,1,0,1,1,1,1,"qtimageformats"
"qtimageformats.src/plugins/imageformats/tiff",1,601,0.212978369515311,3,82,1,3,0,3,0.333333333333333,1,1,1,7,0,7,1,0,1,0,914.028409090909,914.028409090909,0.0738636363636364,0.0738636363636364,3,3,0,0.0476190476190476,16,0,16,1,0,1,1,1,1,"qtimageformats"
"qtimageformats.src/plugins/imageformats/wbmp",0,277,0.238267148289434,1,6,0,1,0,1,1,1,1,1,4,0,4,1,0,1,0,9.68181818181818,9.68181818181818,0.0227272727272727,0.0227272727272727,2,2,0,0,8,0,8,1,0,1,1,1,1,"qtimageformats"
"qtjsbackend.src/3rdparty/v8",0,71,0,1,71,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/benchmarks",0,11596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,5,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/benchmarks/spinning-balls",0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,5,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/include",0,2091,0.106169297029834,12,688,2,3,0,3,0.75,0.95533931548477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.75,0.465909090909091,8,2,6,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/preparser",0,241,0.253112033504933,1,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,5,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/samples",0,809,0.176761433970734,1,54,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,6,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/src",2,160956,0.199638410497776,33,45674,3,12,6,6,0.212121212121212,0.960517113184786,0.212121212121212,0.00427482261689657,12,0,12,1,0,0,1,405.993506493507,1951.01082465997,0.111111111111111,0.113818778317259,24,29,0.0303030303030303,0.0919661733615222,39,29,10,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/src/arm",0,12169,0.230175034931135,6,7265,0,5,0,5,0.333333333333333,0.980032763981689,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0.140350877192982,13,0,13,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/src/extensions",0,238,0.151260504558294,1,208,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,5,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/src/ia32",0,4349,0.299379167640851,4,5329,0,3,0,3,0.5,0.983452967224033,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.269230769230769,7,0,7,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/src/mips",0,11914,0.214789323491566,3,4943,0,2,0,2,0.666666666666667,0.981512039367282,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0.25,9,0,9,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/src/third_party/valgrind",0,67,0.0298507477166407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,1,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/src/x64",0,4699,0.305596935532973,3,5270,0,2,0,2,0.666666666666667,0.982877756961733,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.166666666666667,0.3125,12,0,12,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/tools",0,11255,0,1,1778,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,6,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/tools/gcmole",0,964,0.418049792591489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,5,1,0,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/3rdparty/v8/tools/oom_dump",0,191,0.0994764402620542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,1,1,1,1,1,"qtjsbackend"
"qtjsbackend.src/v8",0,64,0.156250001318359,1,2,0,1,0,1,1,1,1,1,4,0,4,1,0,0,0,14782.3958333333,14782.3958333333,0.0833333333333333,0.0833333333333333,1,1,0,0,9,0,9,1,0,1,1,1,1,"qtjsbackend"
"qtmultimedia.examples/multimedia/audiodecoder",0,302,0.182119205568835,2,646,1,2,0,2,0.5,1,1,1,7,0,7,1,1,1,1,73.3029321141718,73.3029321141718,0.000339235750784873,0.000339235750784873,0,0,0,0,9,0,9,1,0,1,1,0.6875,0.6875,"qtmultimedia"
"qtmultimedia.examples/multimedia/audiodevices",0,256,0.17578125032196,2,455,1,2,0,2,0.5,1,1,1,7,0,7,1,1,1,1,73.3029321141718,73.3029321141718,0.000339235750784873,0.000339235750784873,0,0,0,0,9,0,9,1,0,1,1,0.6875,0.6875,"qtmultimedia"
"qtmultimedia.examples/multimedia/audioinput",0,365,0.164383561872772,3,609,2,3,0,3,0.333333333333333,1,1,1,13,0,13,1,1,1,1,146.529533250723,205.41121400204,0.000619578686493185,0.00948541642644917,0,0,0,0,16,0,16,1,0,1,1,0.875,0.791666666666667,"qtmultimedia"
"qtmultimedia.examples/multimedia/audiooutput",0,295,0.138983051139328,3,522,2,3,0,3,0.333333333333333,1,1,1,13,0,13,1,1,1,1,146.529533250723,205.41121400204,0.000619578686493185,0.00948541642644917,0,0,0,0,16,0,16,1,0,1,1,0.875,0.791666666666667,"qtmultimedia"
"qtmultimedia.examples/multimedia/audiorecorder",0,262,0.198473282748674,3,619,2,3,0,3,0.333333333333333,1,1,1,8,0,8,1,2,1,1,146.529533250723,242.282041322868,0.000619578686493185,0.0153776723187051,0,0,0,0,11,0,11,1,0,1,1,0.875,0.791666666666667,"qtmultimedia"
"qtmultimedia.examples/multimedia/declarative-radio",0,8,0.1250000109375,2,60,1,2,0,2,0.5,1,1,1,7,0,7,1,1,1,1,73.3029321141718,73.3029321141718,0.000339235750784873,0.000339235750784873,0,0,0,0,9,0,9,1,0,1,1,0.6875,0.6875,"qtmultimedia"
"qtmultimedia.examples/multimedia/radio",0,125,0.1120000007104,2,292,1,2,0,2,0.5,1,1,1,7,0,7,1,1,1,1,73.3029321141718,73.3029321141718,0.000339235750784873,0.000339235750784873,0,0,0,0,9,0,9,1,0,1,1,0.6875,0.6875,"qtmultimedia"
"qtmultimedia.examples/multimedia/spectrum/3rdparty/fftreal",0,470,0.0297872342489814,2,2071,1,2,0,2,0.5,1,1,1,7,0,7,1,1,1,1,73.3029321141718,73.3029321141718,0.000339235750784873,0.000339235750784873,1,1,0,0,10,0,10,1,0,1,1,0.875,0.791666666666667,"qtmultimedia"
"qtmultimedia.examples/multimedia/spectrum/3rdparty/fftreal/stopwatch",0,186,0.0752688177014684,1,823,1,1,0,1,1,0,1,1,4,0,4,1,0,1,0,0.0763309776207303,0.0763309776207303,5.88928150765607e-05,5.88928150765607e-05,1,1,0,0,6,0,6,1,0,1,1,0.75,0.75,"qtmultimedia"
"qtmultimedia.examples/multimedia/spectrum/app",0,2443,0.138354482229294,3,5115,2,3,0,3,0.333333333333333,1,1,1,10,0,10,1,1,1,1,146.529533250723,1385.68112140945,0.000619578686493185,0.0418928238338566,1,1,0,0,14,0,14,1,0,1,1,0.934003496503496,0.842001748251748,"qtmultimedia"
"qtmultimedia.examples/multimedia/video/qmlvideo",2,87,0.218390805496103,8,272,2,8,0,8,0.125,0.963009700694371,1,1,15,0,15,1,2,1,2,1131.06428571429,2750.73686282913,0.0777777777777778,0.159171154319222,0,0,0,0.046875,20,0,20,1,0,1,1,1,0.921875,"qtmultimedia"
"qtmultimedia.examples/multimedia/video/qmlvideofx",2,96,0.166666667534722,7,469,2,7,0,7,0.142857142857143,0.928834473196245,1,1,14,0,14,1,2,1,1,995.128571428571,1900.04259580099,0.0555555555555556,0.10301166469349,0,0,0,0.0612244897959184,18,0,18,1,0,1,1,1,0.910714285714286,"qtmultimedia"
"qtmultimedia.examples/multimedia/video/qmlvideofx/qmlapplicationviewer",0,66,0.151515152800735,2,203,1,2,0,2,0.5,1,1,1,7,0,7,1,1,1,1,73.3029321141718,73.3029321141718,0.000339235750784873,0.000339235750784873,0,0,0,0,9,0,9,1,0,1,1,0.6875,0.6875,"qtmultimedia"
"qtmultimedia.examples/multimedia/video/snippets/frequencymonitor",0,213,0.164319249218629,3,438,2,3,0,3,0.333333333333333,1,1,1,8,0,8,1,2,1,1,146.529533250723,99.0588107381914,0.000619578686493185,0.00223418929570397,0,0,0,0.111111111111111,10,0,10,1,0,1,1,0.875,0.791666666666667,"qtmultimedia"
"qtmultimedia.examples/multimedia/video/snippets/performancemonitor",0,48,0.208333334982639,3,319,2,3,0,3,0.333333333333333,1,1,1,8,0,8,1,2,1,1,146.529533250723,99.0588107381914,0.000619578686493185,0.00223418929570397,0,0,0,0.111111111111111,10,0,10,1,0,1,1,0.875,0.791666666666667,"qtmultimedia"
"qtmultimedia.examples/multimediawidgets/camera",0,609,0.15599343199409,4,1115,1,4,0,4,0.25,0.957513185222857,1,1,9,0,9,1,2,1,1,7027.79976662536,13074.2614985246,0.0203097893432466,0.0328968906026652,0,0,0,0,13,0,13,1,0,1,1,0.916666666666667,0.833333333333333,"qtmultimedia"
"qtmultimedia.examples/multimediawidgets/customvideosurface/customvideoitem",0,230,0.121739130816635,2,545,1,2,0,2,0.5,1,1,1,7,0,7,1,1,1,1,73.3029321141718,73.3029321141718,0.000339235750784873,0.000339235750784873,0,0,0,0,9,0,9,1,0,1,1,0.6875,0.6875,"qtmultimedia"
"qtmultimedia.examples/multimediawidgets/customvideosurface/customvideowidget",0,276,0.126811594519271,2,724,1,2,0,2,0.5,1,1,1,7,0,7,1,1,1,1,73.3029321141718,73.3029321141718,0.000339235750784873,0.000339235750784873,0,0,0,0,9,0,9,1,0,1,1,0.6875,0.6875,"qtmultimedia"
